1,0.92338,0.095471,1.3824,0.097229,0.024814,0.011436,0.022603,0.0052655,0.0017553,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.92627,0.099914,1.3853,0.10671,0.038758,0.0081751,0.012396,0.010003,0.0053234,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.77373,0.11669,0.33064,0.99578,0.40133,0.16245,0.083964,0.11873,0.051431,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.70211,0.047794,0.7716,0.58772,0.26524,0.20181,0.1515,0.13717,0.063554,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.73884,0.025625,1.1119,0.041928,0.032514,0.022768,0.015334,0.016467,0.0095357,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.74227,0.086811,1.0981,0.14684,0.06514,0.041533,0.037922,0.04284,0.02065,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.86285,0.051179,1.275,0.20552,0.093623,0.056798,0.065773,0.054503,0.016803,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.95195,0.096933,1.4211,0.10418,0.097351,0.044048,0.021541,0.012264,0.011936,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.93277,0.061003,1.4026,0.042679,0.048258,0.023872,0.013952,0.0069797,0.0065564,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.96844,0.39249,1.2404,0.4725,0.15539,0.083455,0.13426,0.072426,0.032521,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.68434,0.17993,0.60437,0.6046,0.3743,0.19611,0.16138,0.18251,0.082558,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.72639,0.058005,1.0823,0.10558,0.071441,0.054055,0.040728,0.027744,0.012769,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.75969,0.13101,1.0705,0.26389,0.19533,0.11317,0.040198,0.036311,0.037519,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.76648,0.089931,1.1446,0.092553,0.036441,0.0031639,0.021503,0.0075082,0.0020647,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.76957,0.071078,1.1516,0.087906,0.049451,0.014305,0.015598,0.021781,0.0080135,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.87093,0.03442,1.3073,0.11374,0.026897,0.022049,0.01122,0.013841,0.0039822,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.92421,0.09249,1.3844,0.091693,0.029538,0.011619,0.016965,0.014781,0.0067933,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.91259,0.03836,1.3746,0.046057,0.02041,0.0014293,0.0070411,0.004199,0.00078952,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.91689,0.03795,1.3816,0.029011,0.02164,0.0072074,0.006043,0.0058008,0.0017318,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.93,0.077324,1.3944,0.095039,0.045371,0.011847,0.015953,0.012404,0.0026579,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.7967,0.073084,1.1945,0.047845,0.053701,0.028162,0.015707,0.018573,0.0079873,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.73905,0.0088086,1.1147,0.013845,0.0077307,0.0033606,0.0026082,0.0032993,0.00075072,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.75656,0.052274,1.1354,0.064841,0.049562,0.015438,0.017819,0.024355,0.0069879,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.73876,0.016385,1.1137,0.026095,0.015853,0.0088539,0.0034192,0.0033017,0.0031526,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.77067,0.10992,1.1331,0.15853,0.1175,0.048416,0.0087563,0.017828,0.016297,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.92904,0.28438,1.2612,0.40555,0.19199,0.056244,0.058263,0.055399,0.013229,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.90992,0.082632,1.3548,0.14742,0.073522,0.060324,0.029383,0.033285,0.017867,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.9038,0.047701,1.3557,0.11059,0.034647,0.031057,0.029164,0.012865,0.014194,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.90184,0.023766,1.3523,0.059755,0.0548,0.054436,0.056524,0.055531,0.030231,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.89778,0.051099,1.3419,0.14235,0.052097,0.0427,0.031707,0.035201,0.011806,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.68604,0.13913,0.89138,0.37816,0.18171,0.12505,0.11578,0.12218,0.054833,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.72526,0.024619,1.0824,0.1114,0.06278,0.057045,0.047791,0.031078,0.016998,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.69539,0.053745,1.0139,0.20654,0.11045,0.046197,0.059714,0.05303,0.022757,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.73301,0.012622,1.1038,0.04168,0.023456,0.017114,0.021365,0.018647,0.0083272,0,0,0,0,0,0,0,0,0,0,0,0,0
