,time,voltage
0,2020-05-29 14:11:07.836600,0.2420999
1,2020-05-29 14:11:07.837500,0.7694854999999999
2,2020-05-29 14:11:07.838200,0.0499765
3,2020-05-29 14:11:07.839000,-0.4887472000000006
4,2020-05-29 14:11:07.839600,-0.943457050000001
5,2020-05-29 14:11:07.840300,-1.2123382500000002
6,2020-05-29 14:11:07.841000,-1.2603309500000002
7,2020-05-29 14:11:07.841600,-1.0896097000000005
8,2020-05-29 14:11:07.842400,-0.7375996499999999
9,2020-05-29 14:11:07.843000,-0.20044765000000098
10,2020-05-29 14:11:07.843700,0.33491885
11,2020-05-29 14:11:07.844400,0.80362975
12,2020-05-29 14:11:07.845000,1.1235937999999999
13,2020-05-29 14:11:07.845600,1.2616968
14,2020-05-29 14:11:07.846300,1.1946291
15,2020-05-29 14:11:07.846900,0.9307837
16,2020-05-29 14:11:07.847600,0.52566885
17,2020-05-29 14:11:07.848200,0.029528099999999998
18,2020-05-29 14:11:07.848800,-0.4599057999999996
19,2020-05-29 14:11:07.849500,-0.8819210999999996
20,2020-05-29 14:11:07.850100,-1.1681986999999996
21,2020-05-29 14:11:07.850700,-1.2692961999999994
22,2020-05-29 14:11:07.851400,-1.1691143000000004
23,2020-05-29 14:11:07.852000,-0.88646095
24,2020-05-29 14:11:07.852700,-0.44514174999999945
25,2020-05-29 14:11:07.853400,0.10289055
26,2020-05-29 14:11:07.854200,0.6149017
27,2020-05-29 14:11:07.854900,1.0532451999999999
28,2020-05-29 14:11:07.855600,1.25196855
29,2020-05-29 14:11:07.856300,1.2182821
30,2020-05-29 14:11:07.857300,0.9237641
31,2020-05-29 14:11:07.858000,0.28791805
32,2020-05-29 14:11:07.858600,-0.2846828499999994
33,2020-05-29 14:11:07.859300,-0.7545000999999996
34,2020-05-29 14:11:07.860000,-1.1200533999999998
35,2020-05-29 14:11:07.860600,-1.2634974000000003
36,2020-05-29 14:11:07.861300,-1.1969256500000007
37,2020-05-29 14:11:07.862000,-0.9338432500000007
38,2020-05-29 14:11:07.862700,-0.5114846000000011
39,2020-05-29 14:11:07.863300,0.0347165
40,2020-05-29 14:11:07.864000,0.5551588
41,2020-05-29 14:11:07.864600,0.95375
42,2020-05-29 14:11:07.865300,1.2072186
43,2020-05-29 14:11:07.866000,1.25624135
44,2020-05-29 14:11:07.866600,1.0781953
45,2020-05-29 14:11:07.867300,0.7305725
46,2020-05-29 14:11:07.867900,0.2620142
47,2020-05-29 14:11:07.868600,-0.20147769999999987
48,2020-05-29 14:11:07.869200,-0.5878990500000008
49,2020-05-29 14:11:07.869800,-0.8730321500000002
50,2020-05-29 14:11:07.870500,-1.0223130999999999
51,2020-05-29 14:11:07.871100,-1.016209100000001
52,2020-05-29 14:11:07.871800,-0.8450682
53,2020-05-29 14:11:07.872400,-0.5361294999999995
54,2020-05-29 14:11:07.873100,-0.10881134999999986
55,2020-05-29 14:11:07.873800,0.30111794999999997
56,2020-05-29 14:11:07.874500,0.6747209
57,2020-05-29 14:11:07.875100,0.95127025
58,2020-05-29 14:11:07.875800,1.03489505
59,2020-05-29 14:11:07.876500,0.94669225
60,2020-05-29 14:11:07.877200,0.6690747
61,2020-05-29 14:11:07.877900,0.26472285
62,2020-05-29 14:11:07.878500,-0.16286990000000046
63,2020-05-29 14:11:07.879100,-0.5420427500000002
64,2020-05-29 14:11:07.879800,-0.8485779999999998
65,2020-05-29 14:11:07.880400,-1.0124703999999998
66,2020-05-29 14:11:07.887700,-1.0204819
67,2020-05-29 14:11:07.888900,-0.021180799999999778
68,2020-05-29 14:11:07.889900,-0.715053000000001
69,2020-05-29 14:11:07.890800,-1.0227708999999994
70,2020-05-29 14:11:07.891900,-0.9403287500000008
71,2020-05-29 14:11:07.892900,-0.4953853000000006
72,2020-05-29 14:11:07.893900,0.1543549
73,2020-05-29 14:11:07.894800,0.7191275
74,2020-05-29 14:11:07.895800,1.0150189
75,2020-05-29 14:11:07.896700,0.9421524
76,2020-05-29 14:11:07.897600,0.5580582
77,2020-05-29 14:11:07.898600,0.0118265
78,2020-05-29 14:11:07.899600,-0.6160537500000007
79,2020-05-29 14:11:07.902000,-0.9779827999999995
80,2020-05-29 14:11:07.903000,-0.39604270000000064
81,2020-05-29 14:11:07.903700,0.2167683
82,2020-05-29 14:11:07.904400,0.67018105
83,2020-05-29 14:11:07.905100,0.9377651499999999
84,2020-05-29 14:11:07.905800,1.0339413
85,2020-05-29 14:11:07.906400,0.9444414
86,2020-05-29 14:11:07.907100,0.7024559499999999
87,2020-05-29 14:11:07.907800,0.35307825
88,2020-05-29 14:11:07.908500,-0.14944110000000066
89,2020-05-29 14:11:07.909200,-0.5571883
90,2020-05-29 14:11:07.909800,-0.8608241500000009
91,2020-05-29 14:11:07.910400,-1.0192992499999995
92,2020-05-29 14:11:07.911100,-1.0168576500000004
93,2020-05-29 14:11:07.911800,-0.8528508000000006
94,2020-05-29 14:11:07.912900,-0.5189238500000002
95,2020-05-29 14:11:07.913600,0.1593907
96,2020-05-29 14:11:07.914300,0.5909435
97,2020-05-29 14:11:07.915000,0.890421
98,2020-05-29 14:11:07.915700,1.0322627
99,2020-05-29 14:11:07.916300,0.9655001999999999
100,2020-05-29 14:11:07.917000,0.7391181
101,2020-05-29 14:11:07.917600,0.3920294
102,2020-05-29 14:11:07.918300,-0.008515000000000938
103,2020-05-29 14:11:07.918900,-0.5034349500000008
104,2020-05-29 14:11:07.919500,-0.9135092999999994
105,2020-05-29 14:11:07.920200,-1.1841835500000002
106,2020-05-29 14:11:07.920800,-1.267922800000001
107,2020-05-29 14:11:07.921500,-1.1509930500000003
108,2020-05-29 14:11:07.922500,-0.8200036500000003
109,2020-05-29 14:11:07.923200,-0.11094775000000112
110,2020-05-29 14:11:07.923900,0.4805374
111,2020-05-29 14:11:07.924600,0.9155236999999999
112,2020-05-29 14:11:07.925200,1.1898222
113,2020-05-29 14:11:07.925800,1.2623072
114,2020-05-29 14:11:07.926500,1.1294689
115,2020-05-29 14:11:07.927100,0.8171729999999999
116,2020-05-29 14:11:07.927800,0.3804318
117,2020-05-29 14:11:07.928400,-0.11884479999999975
118,2020-05-29 14:11:07.929000,-0.5993440500000009
119,2020-05-29 14:11:07.929700,-0.9880544000000011
120,2020-05-29 14:11:07.930300,-1.2183278000000008
121,2020-05-29 14:11:07.930900,-1.2613228500000009
122,2020-05-29 14:11:07.931600,-1.105747150000001
123,2020-05-29 14:11:07.932300,-0.7760166999999996
124,2020-05-29 14:11:07.933000,-0.230204650000001
125,2020-05-29 14:11:07.933700,0.3122959
126,2020-05-29 14:11:07.934400,0.78554665
127,2020-05-29 14:11:07.935400,1.13576365
128,2020-05-29 14:11:07.936000,1.2485732
129,2020-05-29 14:11:07.936700,1.06251565
130,2020-05-29 14:11:07.937300,0.7031045
131,2020-05-29 14:11:07.937900,0.2463727
132,2020-05-29 14:11:07.938600,-0.26373850000000054
133,2020-05-29 14:11:07.939200,-0.7198598999999994
134,2020-05-29 14:11:07.939800,-1.0695046500000007
135,2020-05-29 14:11:07.940500,-1.2520142500000002
136,2020-05-29 14:11:07.941100,-1.2385854500000004
137,2020-05-29 14:11:07.941800,-1.0318887500000002
138,2020-05-29 14:11:07.942400,-0.6414998000000001
139,2020-05-29 14:11:07.943100,-0.1344100000000008
140,2020-05-29 14:11:07.943800,0.38146185
141,2020-05-29 14:11:07.944400,0.8321659499999999
142,2020-05-29 14:11:07.945000,1.1396168
143,2020-05-29 14:11:07.945700,1.2613153
144,2020-05-29 14:11:07.946300,1.1897840499999999
145,2020-05-29 14:11:07.946900,0.94348765
146,2020-05-29 14:11:07.947500,0.53947915
147,2020-05-29 14:11:07.948200,0.047306
148,2020-05-29 14:11:07.948800,-0.4409452500000004
149,2020-05-29 14:11:07.949400,-0.8666611
